Nombre,Sexo,Circular,Origen y Comentarios
,,,"HAY QUE RE CHAZAR LA VIEJA ETIMOLOGIA GRIEGA DE AMABLE, GRACIOSO AFABLE"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EMILIA. 
Emir,M,Jun-88,
Emmanuel,M,720/69,ORIGEN: HEBREO
,,,"SIGNIFICADO: DIOS CON NOSOTROS, ES EL NOMBRE SIMBOLICO DEL MESIAS:""HE AQUI QUE LA VIRGEN CONCIBE Y DA A LUZ UN HIJO Y LE DARA POR NOMBRE EMMANUEL"""
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO.  
Emmett,M,012-DGRC-2000,
Enadio,M,SANTORAL,
Eneas,M,817/72,ORIGEN: GRIEGO
,,,"SIGNIFICADO: EL QUE ES ALABADO, HEROE GRIEGO, NOMBRE DE UN ENFERMO HELENISTA A QUIEN PEDRO EN LIDDA CURO DE UNA PARALISIS QUE LE HABIA DURADO 8 A¥OS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO.  
Eneo,M,23/00,
Eneyen,A,ACOMP/OTRO-28/96,
Engelberto,M,SANTORAL,ORIGEN: GERMANICO
,,,"SIGNIFICADO: EL BRILLO DE LOS ANGLOS, SAN ENGELBERTO OBISPO DE COLONIA EN EL SIGLO XIII"
,,,GENERO: MASCULINO.-  
Enio,M,832/73,SIGNIFICADO: DIVINIDAD SECUNDARIA DE LA GUERRA
,,,EN ROMA FUE IDENTIFICA DA CON BELONA
,,,GENERO: MASCULINO  
Ennio,M,871/76,
Ennis,M,012-DGRC-2000,
Enoc,M,880/76,
Enoch,M,COMUN,ORIGEN: HEBREO
,,,SIGNIFICADO: CONSAGRACIONCONSAGRADO A DIOSPERSONAJE BIBLICO PADRE DE MATUSALEN
,,,GENERO: MASCULINO  
Enodio,M,SANTORAL,
Enrico,M,829/73,
Enrique,M,COMUN,ORIGEN: GERMANICO
,,,"SIGNIFICADO: SE¥OR DEL SOTO, PROVENIENTE DEL ALEMAN ANTIGUO ""HAIMRICH"" DE ""HAIM"": PATRIA, ENRIQUE II EMPERADOR DE ALEMANIA, EL PRINCIPE EN SU TIERRA."
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIA CION DE GENERO: ENRIQUETA. 
Enuel,M,PCIA BS AS,
Enyeto,M,012-DGRC-2000,
Enzo,M,889/77,ORIGEN: LATINO
,,,GENERO: MASCULINO  
Eoin,M,012-DGRC-2000,
Eolo,M,COMUN,
Ephraim,M,012-DGRC-2000,
Epicuro,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: QUE VIENE EN SOCORRO
,,,GENERO: MASCULINO  
Epifanio,M,COMUN,
Epigmeno,M,SANTORAL,
Epimaco,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: FACIL DE ATACAR, FACIL DE EXPURGAR, SAN E- PIMACO, MARTIR EN ROMA EN EL SIGLO IV"
,,,GENERO: MASCULINO.  
Epimenides,M,COMUN,
Eraclio,M,COMUN,SIGNIFICADO: VARIANTE DE HERACLIO
,,,GENERO: MASCULINO  
Erardo,M,336/53,ORIGEN: GERMANICO
,,,"SIGNIFICADO: AUDAZ EN EL HONOREL HOMENAJEADO, SAN ERARDO, OBISPO DE RATISBONA EN EL SIGLO VII"
,,,GENERO: MASCULINO
,,,VARIA CION DE GENERO: ERARDA.  
Erasmo,M,889/77,ORIGEN: GRIEGO
,,,SIGNIFICADO: AMABLEDESEABLEAMABLE CON TODOS SUS SEME JANTESSAN ERASMOOBISPO Y MARTIR DEL SIGLO IV
,,,NOMBRE: COMUN
,,,GENERO MASCULINO  
Erasmus,M,012-DGRC-2000,
Erastostenes,M,COMUN,
Erastus,M,012-DGRC-2000,
Erebo,M,COMUN,
Erek,M,012-DGRC-2000,
Ergasto,M,454/56,
Erhard,M,6./05,
Eric,M,897/78,ORIGEN: GERMANICO
,,,"SIGNIFICADO: DEL GERMANICO ""ERICH"". EL PRIMER ELEMEN TO REPRESENTA LA VOZ QUE EN ANTIGUO ALEMAN SIGNIFICA: REGIDOR, JEFE, CAU- DILLO, EL PRINCIPE HOMENAJEADO POR TODOS EL QUE RIGE ETERNAMENTE, ERICO IX, REY DE SUECIA"
,,,CARACTERIZACION DEL NOMBRE: COMUN
,,,GENERO; MASCULINO
,,,
Erico,M,875/76,ORIGEN: GERMANICO
,,,"SIGNIFICADO: DEL GERMANICO""ERICH"". EL PRIMER ELEMENTO REPRESENTA LA VOZ QUE EN ANTIGUO ALEMAN SIGNIFICA: ETERNIDAD. EL SEGUNDO SIGNIFICA: REGIDOR, JEFE, CAUDILLO, EL PRINCIPE HOMENAJEADO POR TODOS, EL QUE RIGE ETERNAMENTE, ERICO IX, REY DE SUECIA. CARACTERIZACION DEL NOMBRE "
Erik,M,14/89,
Erland,M,012-DGRC-2000,
Ermelando,M,SANTORAL,
Ermindo,M,PCIA BS AS,
Ermino,M,SANTORAL,"SIGNIFICADO: VARIANTE DE ""ERMINIA"""
,,,GENERO: MASCULINO.  
Erminoldo,M,SANTORAL,ORIGEN: GERMANICO
,,,SIGNIFICADO: EL GOBIERNO DE LA FUERZA
,,,SAN ERMINOLDO ABAD EN ALEMANIA SIGLO XI
,,,GENERO: MASCULINO.  
Ernaldo,M,PCIA BS AS,
Ernest,M,012-DGRC-2000,
Ernesto,M,COMUN,ORIGEN: GERMANICO
,,,SIGNIFICADO: FUERTE EN EL COMBATEEL LUCHADOR DECIDI DO A VENCER
,,,ABAD ALEMAN MARTIRIZADO EN KLA MECA A MEDIADOS DEL SIGLO XII
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: ERNESTA  
Ernie,M,012-DGRC-2000,
Erno,M,PCIA BS AS,
Erol,M,012-DGRC-2000,
Eros,M,842/73,ORIGEN: GRIEGO
,,,SIGNIFICADO: DIOS DEL AMOREN ROMA SE ASIMILA A CUPIDO GENERO: MASCULINO  
Erostrato,M,COMUN,
Errol,M,012-DGRC-2000,
Erskine,M,012-DGRC-2000,
Ervaldo,M,SANTOPRAL,
Ervin,M,012-DGRC-2000,
Erwin,M,854/74,
Eryx,M,012-DGRC-2000,
Esau,M,913/80,ORIGEN: HEBREO
,,,"SIGNIFICADO: TOSCO Y VELLUDOHIJO DE ISAAC Y REBECA, HERMANO MAYOR DE JACOB"
,,,GENMERO: MASCULINO  
Escipion,M,COMUN,ORIGEN: LATINO
,,,SIGNIFICADO: EL QUE LLEVA BASTON
,,,GENERO: MASCULINO  
Escubiculo,M,SANTORAL,
Esculapio,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL MEDICO EL QUE NO DEJA MORIR A LOS GUE- RREROS EN LA BATALLA
,,,"NOMBRE DADO POR LOS LATINOS A ASCLEPIO, DIOS GRIEGO DE LA MEDICINA"
,,,GENERO: MASCULINO  
Esdras,M,SANTORAL,ORIGEN: HEBREO
,,,SIGNIFICADO: DIOS ES AYUDA
,,,SACERDOTE DE LOS JUDIOS EN BABILONIASECRETARIO DE LA LEY DE DIOS DEL CIELO
,,,"CONSEJERO PARA ASUN- TOS JUDIOS EN GOBIERNO PERSAEL NOMBRE ""ERZA"" QUE ES USADO POR LOS PRO TESTANTES DE LOS ESTADOS UNIDOS, DERIVA DE ESTE."
,,,GENERO: MASCULINO. 
Esio,M,PCIA BS AS,
Esiquio,M,SANTORAL,
Eslem,M,PCIA BS AS,
Esmond,M,012-DGRC-2000,
Esnel,M,23/00,
Esopo,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: DE OJOS ARDIENTES, DE BUEN AUGURIO"
,,,GENERO: MASCULINO  
Especioso,M,SANTORAL,
Espen,M,012-DGRC-2000,
Esperato,M,SANTORAL,
Espin,M,SANTORAL,
Espinolo,M,SANTORAL,
Espiridion,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL DE LA CANASTA
,,,SOBRENOMBRE DEL POETA GRIEGO GLICON
,,,GENERO: MASCULINO  
Espolono,M,SANTORAL,
Esquirion,M,SANTORAL,
Esra,M,13/01,
Essien,M,012-DGRC-2000,
Estanislao,M,COMUN,ORIGEN: POLACO
,,,SIGNIFICADO: GLORIOSOEL QUE ES GLORIA DE SU PUEBLO- OBISPO DE CRACOVIA (SIGLO XI) Y PATRONO DE POLONIA
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
Esteban,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: CORONADIADEMAEL CORONADO, EL QUE ESTA CO- RONADO POR LA VICTORIA, PROBABLEMENTE DE ORIGEN HELENISTICO, UNO DE LOS SIETE ENCARGADOS (DIACONOS) DE LOS POBRES QUE FUERON ELEGIDOS POR LOS APOSTOLES EN JERUSALEN"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO 
Estefano,M,May-00,
Estiliano,M,SANTORAL,
Estraton,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: EL HOMBRE DEL EJERCITO, MARTIR DE NICOMEDIA- GENERO: MASCULINO  "
Etbino,M,SANTORAL,
Eteberto,M,SANTORAL,
Etelberto,M,SANTORAL,"SIGNIFICADO: VARIANTE SAJONA DE ADALBERTO, SAN ETELBERTO, MARTIR EN IN- GLATERRA (SIGLO VII)"
,,,GENERO: MASCULINO  
Etelwoldo,M,SANTORAL,
Eterio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: LIMPIDO COMO EL CIELONOMBRE MISTICO RE- PRESENTADO POR EL OBISPO DE AUXERRE
,,,GENERO: MASCULINO.  
Etewa,A,ACOMP/OTRO.4/99,
Ethan,M,...9/00,
Ethaniel,M,20/01,
Etienne,M,17/95,
Eton,M,SANTORAL,
Etu,M,012-DGRC-2000,
Eu Bin,M,4-Sep,
Euberto,M,SANTORAL,
Eubulo,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BUEN CONSEJERO, CRISTIANO DE ROMA"
,,,GENERO: MASCULINO.-  
Eucario,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADOL: GRACIOSOCARITATIVO
,,,SAN EUCARIO ERA DIS- CIPULO DE SAN PEDRO Y OBISPO DE TREVERIS
,,,GENERO: MASCULINO.-  
Eucarpo,M,SANTORAL,EUCARPOEUCARPIOORIGEN: GRIEGO
,,,"SIGNIFICADO: QUE DA BUENOS FRUTOSSAN EUCARPO, MARTIR DE NOCOMEDIA A PRINCIPIOS DEL SIGLO IV"
,,,GENERO: MASCULI NO.-  
Euclides,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: MUY CELEBRADOGEOMETRA ALEJANDRINO DEL SIG LO III A. C.
,,,GENERO: MASCULINO.-  
Eudes,M,1-Oct,
Eudoro,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: HERMOSO REGALOHIJO DE HERMES Y POLIMELA QUE ACOMPA¥O A PATROCLO EN LA GUERRA DE TROYA, MUERTO ALLI POR PIRECMES LUEGO LO VENGO PATROCLO. GENERO: MASCULINO"
,,,VARIACION DE GENERO: EUDORA  
Eudoxio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BUEN PENSAMIENTO, QUE TIENE GRAN FAMANOM BRE DE 2 EMPERATRICES BIZANTINAS (SIGLOS VIV)"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUDOXIA.  
Eufemio,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: BUEN RENOMBRE
,,,QUE GOZA DE BUENA REPUTA- CION
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUFEMIA.  
Eufrasio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: EL QUE TIENE FACILIDAD DE PALABRAS, QUE ESTA LLENO DE ALEGRIA, SAN EUFRASIO ES UNO DE LOS 7 VARONES, QUE SEGUN LA TRADICION, LOS APOSTOLES PEDRO Y PABLO EVANGELIZARON ESPA¥A"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUFRASIA.- 
Eufronio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: DE BUENA MENTE, EL QUE ALEGRA, EL QUE DA PLACER"
,,,UN OBISPO DE AUTUN (SIGLO V)
,,,GENERO: MASCULINO.-  
Eugene,M,012-DGRC-2000,
Eugenio,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: BIEN NACIDONOBLE DE NACIMIENTODE BUENA ESTIRPE
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUGENIA  
Eulalio,M,COMUN,
Eulogio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: QUE HABLA BIEN, QUE DICE BIENQUE ES BUEN O RADOR, UN OBISPO SICILIANO A PRINCIPIOS DEL SIGLO VI"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EULOGIA.-  
Eumenio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: PROPICIO, FAVORABLE, EL BONDADOSONOMBRE DE UN GENERAL DE ALEJANDRO MAGNO"
,,,GENERO: MASCULINO  
Eun Bin,M,4-Sep,
Euniciano,M,SANTORAL,"SIGNIFICADO: DE EUNICEEN EL SANTORAL, UN MARTIR EN CRETA A MEDIADOS DEL SIGLO III"
,,,GENERO: MASCULINO  
Euno,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: INTELECTO, RAZON, ENTENDIMIENTO"
,,,EN EL SAN TORAL UN ESCLAVO DE SAN JULIAN
,,,GENERO: MASCULINO  
Eupilo,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: DE BUENA ACOGIDAMARTIR SICILIANO DEL SIG LO IV
,,,GENERO: MASCULINO.  
Euprepio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: DECENTE, CONVENIENTE"
,,,EN EL SANTORAL UN OBISPO DE VERONA (SIGLO II)
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUPREPIA.  
Euprepito,M,SANTORAL,
Eupsiquio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: DE ALMA BUENA, VALEROSO, SAN EUPSIQUIO MAR TIR EN ASIA MENOR EN EL SIGLO II"
,,,GENERO: MASCULINO  
Euquerio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: DE BUENA MANOUN OBISPO DE ORLEANS DEL SIGLO VIII
,,,GENERO: MASCULINO  
Eurico,M,779/71,ORIGEN: GERMANICO
,,,SIGNIFICADO: NOMBRE DE UNREY VISIGODO DEL SIGLO V INICIADOR DE LA CONQUISTA DE ESPA¥A
,,,GENERO: MASCULINO  
Euripides,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: NOMBRE DEL TRAGICO GRIEGO (SIGLO V A. C.) GENERO: MASCULINO.  
Euro,M,14/02,
Eusebio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: PIADOSO, CORRESPONDE TAMBIEN AL NOMBRE PIO ENTRE LOS SANTOS DE ESTE NOMBRE HAY UN PAPA DEL SIGLO IV"
,,,GENERO: MAS CULINO
,,,VARIACION DE GENERO: EUSEBIA.  
Eusiquio,M,SANTORAL,SIGNIFICADO: VARIANTE DE EUPSIQUIOEN EL SANTORAL DOS MARTIRTES MICRO- ASIATICOS DEL SIGLO IV
,,,GENERO: MASCULINO-  
Eustacio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: SOLIDAMENTE FUNDADO, SOLIDAMENTE CONSTRUIDO FIRME Y CONSTANTE, SAN EUSTACIO, OBISPO MARTIRIZADO EN ANCIRA"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUSTACIA.  
Eustaquio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BIEN ESPIGADO, UN SOLDADO ROMANO MARTIR EN EL SIGLO II"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUSTAQUIA.  
Eustasio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL QUE ES SANO Y FUERTE
,,,GENERO: MASCULINO VARIACION DE GENERO: EUSTASIA.  
Eustato,M,SANTORAL,
Eusterio,M,SANTORAL,
Eustoquio,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BUEN TIRADOR, UN HOMBRE HABIL, EL DE FRIA INTELIGENCIA"
,,,"SAN EUSTAQUIO, OBISPO FRANCES DEL SIGLO V"
,,,GENERO: MASCU LINO
,,,VARIACION DE GENERO: EUSTAQUIA  
Eustorgio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: BIEN AMADO
,,,EN EL SANTORAL EL OBISPO DEL SIGLO IV QUE LLEVO A MILAN LOS RESTOS DE LOS REYES MAGOS
,,,GENERO: MAS- CULINO.  
Eustosio,M,SANTORAL,ORIGEN: LATINO
,,,SIGNIFICADO: VARIANTE DE EUSTAQUIO
,,,"SAN EUSTOSIO, MARTIR DE ANTIOQUIA"
,,,GENERO: MASCULINO.  
Eustrato,M,SANTORAL,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BUEN SOLDADO, MARTIR DE ARMENIA A PRINCI PIOS DEL SIGLO IV"
,,,GENERO: MASCULINO  
Eustremonio,M,SANTORAL,
Eutimio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: ANIMADOALEGRE- EUTIMIO EL GRANDECENOBITA ARMENIO DEL SIGLO V
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EUTIMIA.  
Eutiques,M,SANTORAL,
Eutiquiano,M,SANTORAL,
Eutiquio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: AFORTUNADODISCIPULO DE SAN JUAN EVANGE LISTA MARTIRIZADO EN EL SIGLO II
,,,GENERO: MASCULINO  
Eutrapio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: VOLVERCAMBIARTROCAR
,,,SAN EUTRAPIO MAR- TIR EN CONSTANTINOPLA A PRINCIPIOS DEL SIGLO V
,,,GENERO: MASCULINO.  
Eutropio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: VERSATILTORNADIZOEL QUE ES ALEGRE, DE BUEN GENIO RELIGIOSO Y ESCRITOR ESPA¥OL DEL SIGLO VI"
,,,GENERO: MASCULINO  
Euvaldo,M,SANTORAL,
Evagrio,M,SANTORAL,
Evan,M,012-DGRC-2000,
Evander,M,012-DGRC-2000,
Evando,M,475/57,
Evangelino,M,635-65,
Evangelista,M,4-Jan,
Evans,M,13/00,
Evaristo,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: MUY AGRADABLEEL EXCELENTE
,,,PAPA MARTIR DEL SIGLO II
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EVARISTA.  
Evasio,M,510/59,
Evelio,M,COMUN,
Evencio,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: TENER EXITO, SUERTE O DESTINO"
,,,GENERO: MAS CULINO  
Ever,M,PCIA BS AS,
Everardo,M,20-86,ORIGEN: GERMANICO
,,,SIGNIFICADO: JABALI FUERTESAN EVERARDO MISIONERO EN ALEMANIA (SIGLO VII)
,,,GENERO: MASCULINO.  
Everett,M,012-DGRC-2000,
Evergisto,M,867-75,
Evermodo,M,SANTORAL,
Everton,M,012-DGRC-2000,
Evilasio,M,SANTORAL,
Evodio,M,SANTORAL,ORIGEN: GRIEGO
,,,SU FEMENINO EVODIA SIGNIFICA: LA QUE TRAZA UN BUEN CAMI NO
,,,"CRISTIANA DE FILIPOS, A LA QUE JUNTO CON SINTIQUE EXHORTA PABLO A TENER LOS MISMOS SENTIMIENTOS EN EL SE¥OR"
,,,PABLO LA ALABA PORQUE LUCHO CON EL EN FAVOR DE LA BUENA NUEVA
,,,GENERO: FEMENINO
,,,VARIACION DE GE 
Evrardo,M,SANTORAL,"SIGNIFICADO: CONTRACCION DE EVERARDO , ABAD FRANCES DEL SIGLO IX"
,,,GENERO: MASCULINO  
Evrulfo,M,SANTORAL,ORIGEN: GERMANICO
,,,"SIGNIFICADO: JABALISAN EVRULFO, ABAD NORMANDO DEL SIGLO VIII"
,,,GENERO: MASCULINO  
Exanto,M,SANTORAL,
Exequiel,M,912-80,
Expedito,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFCADO: DESEMBARAZADO, LIBRE DE ESTORBO- SWAN EXPEDITO MARTIR DE ARMENIA"
,,,GENERO: MASCULINO
,,,VARIACION DE GENE RO: EXPEDITA.  
Exuperancio,M,SANTORAL,ORIGEN: LATINO
,,,SIGNIFICADO: EL QUE SOBRESALEEXCELENTESUPERIOR. MARTIR DE ESPOLETO DEL SIGLO IV
,,,GENERO: MASCULINO.  
Exuperio,M,SANTORAL,ORIGEN: LATINO
,,,SIGNIFICADO: EL QUE EXCEDE EL QUE SUPERA
,,,"MARTIR GALO DEL SIGLO II, OBISPO DE TOLOSA DEL SIGLO V"
,,,GENERO: MASCULINO.  
Eyal,M,16/00,
Eyen,A,ACOMP/OTRO-4/96,
Ezekiel,M,012-DGRC-2000,
Ezequias,M,Feb-90,ORIGEN: HEBREO
,,,"SIGNIFICADO: YAHVEH ES MI FORTALEZA, REY DE JUDA, HIJO DE AZAZ Y DE ABI, SU ESPOSA SE LLAMABA JEBSIBAH"
,,,GENERO: MASCULINO.  
Ezequiel,M,584/62,ORIGEN: HEBREO
,,,"SIGNIFICADO: DIOS FORTALECE - NOMBRE DE UN SACERDOTE Y DE UN GRAN PROFETA. ESTE ERA HIJO DE SACERDOTE BUZI Y PROBABLEMENTE TAM BIEN SACERDOTE PROFETA Y AUTOR DEL LIBRO EZEQUIEL, EL QUE TIENE LA FUER ZA DE DIOS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO 
Ezio,M,497-58,ORIGEN: LATINO
,,,SIGNIFICADO: NARIZ AGUILE¥A
,,,NOMBRE FAMOSO POR EL GENE RAL ROMANO VENCEDOR DE ATILA
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: EZIA.  
Ezra,M,289/52,
Fabian,M,COMUN,ORIGEN: LATINO
,,,SIGNIFICADO: EL QUE CUMPLE
,,,NOMBRE: COMUN
,,,GENERO: MAS CULINO  
Fabiano,M,SANTORAL,"MARTIR, FESTIV.16 DE OCTUBRE.  "
Fabio,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: QUE PERTENECE A LA FAMILIA FABIA, EL QUE CULTIVA LAS HABAS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GE NERO: FABIANA
,,,FABIA
,,,FABIOLA  
Fabriccio,M,21/01,
Fabriciano,M,SANTORAL,MARTIR FESTIV.22 DE AGOSTO
,,,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""FABRICIANUS"", PATRONIMICO DE FABRICIUS, MARTIR ESPA¥OL DEL SIGLO IV"
,,,GENERO: MASCULINO  
Fabricio,M,768/71,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""FABRICIUS"": OBRERO, EL QUE FABRI CA, EL HIJO DEL ARTESANO"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FABRICIA.  
Fabrizio,M,36/89,
Facundo,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""FACUNDUS"", ABUNDANTE, AFLUENTE EN EL HABLAREL QUE DICE DISCURSOS QUE CONVENCEN, EL ELOCUENTE, SAN FA- CUNDO, MARTIR LEONES DEL SIGLO IV"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FACUNDA. 
Fadrique,M,COMUN,SIGNIFICADO: VARIEDAD DE FEDERICO
,,,GENERO: MASCULINO  
Fady,M,Dec-99,
Fagan,M,012-DGRC-2000,
Fai,M,012-DGRC-2000,
Fairfax,M,012-DGRC-2000,
Faisal,M,COMUN,
Falco,M,2-Nov,
Falcon,M,SANTORAL,
Fandilas,M,SANTORAL,MONJE MARTIR FESTIV. 13 DE JUNIO  
Fantino,M,SANTORAL,ORIGEN: LATINO
,,,SIGNIFICADO: EL INFANTILINOCENTE
,,,GENERO: MASCULINO
,,,"CONFESOR, FESTIV. 30 DE AGOSTO  "
Faraj,M,...9/00,
Faraon,M,COMUN,ORIGEN: EGIPCIO
,,,"SIGNIFICADO: DEL BAJO LATIN"" PHARAO "" A SU VEZ DEL GRIEGO Y DEL HEBREO, DOBLE PALACIOEL HABITANTE DEL GRAN PALACIO, ERA U- NO DE LOS APELATIVOS QUE USABAN LOS EGIPCIOS PARA NO NOMBRAR AL SOBERA NO DIRECTAMENTE POR SU REAL NOMBRE"
,,,GENERO: MASCULINO 
Farid,M,944/83,ORIGEN: ARABE
,,,"SIGNIFICADO: EL UNICOSIN PARENTRE LOS LIBANESES EL EQUIVALENTE DE ESTE NOMBRE ES ""ALFREDO"""
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FARIDA  
Faris,M,012-DGRC-2000,
Farnacio,M,SANTORAL,MARTIR FESTIV.24 DE JUNIO  
Faron,M,SANTORAL,"OBISPO, FESTIV.28 DE OCTUBRE  "
Farrell,M,012-DGRC-2000,
Fatin,M,012-DGRC-2000,
Faustiniano,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""FAUSTINIANUS"", PATRONIMICO DE ""FAUSTINUS"", OBISPO DE BOLONIA EN EL SIGLO IV"
,,,GENERO: MASCULINO  
Faustino,M,SANTORAL,MARTIR FESTIV.15 DE FEBRERO
,,,OBISPO FESTIV.16 DE FEBRERO
,,,MARTIR FESTI VIDAD 17 DE FEBRERO-22 DE MAYO-5 DE JUNIO-29 DE JULIO-18 DE OCTUBRE- CONFESOR FESTIV.29 DE JULIO. SIGNIFICADO: DERIVADO DE FAUSTO
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FAUSTINA 
Fausto,M,903/78,
Favio,M,657/67,
Fazzio,M,SANTORAL,BEATO FESTIV18 DE ENERO  
Febadio,M,SANTORAL,OBISPO FESTIV.25 DE ABRIL  
Febo,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: BRILLANTE, RESPLANDECIENTE, EPITETO DEL DIOS APOLO"
,,,GENERO: MASCULINO.  
Febronio,M,PCIA BS AS,
Federico,M,COMUN,ORIGEN: GERMANICO
,,,"SIGNIFICADO: PRINCIPE DE LA PAZ, EL QUE GOBIERNA PA RA BIEN Y PAZ DEL PUEBLO"
,,,UN OBISPO DE UTRECH EN EL SIGLO IX
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FEDERICA.  
Fedor,M,Jun-97,ORIGEN: RUSO
,,,SIGNIFICADO: REGALO DE DIOS
,,,FORMA RUSA DE TEODORO
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FEDORA  
Feliciano,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""FELIX"": FELIZDICHOSOAFORTUNA DO"
,,,VARIEDAD DE FELIX
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: FELICIANA.  
Felicisimo,M,SANTORAL,DIACONO MARTIR FESTIV.26 DE MAYO
,,,2 DE JULIO
,,,6 DE AGOSTO
,,,26 DE OCTU BRE Y 24 DE NOVIEMBRE. ORIGEN: LATINO
,,,SIGNIFICADO: DEL SUPERLATIVO LATINO DE FELIX
,,,SANTOS Y MARTIRES ITALIANOS DE LOS 1ROS. SIGLOS
,,,GENERO: MASCULINO
,,,VARIACION 
Felip,M,1-Apr,
